age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,over50k,probability of yes (or score)
31, Private,156493, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.5466009974479675
78, Private,454321, 1st-4th,2, Widowed, Handlers-cleaners, Other-relative, White, Male,0,0,20, Nicaragua,0.0,0.00341317942366004
48, Self-emp-inc,216214, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States,1.0,0.5849387049674988
35, Federal-gov,403489, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0.0,0.07204896211624146
54, Federal-gov,149596, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States,1.0,0.9309619665145874
49, Self-emp-not-inc,228399, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,0.0,0.003516823286190629
50, Private,75763, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States,1.0,0.6346595883369446
55, Private,176219, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, India,0.0,0.4089239239692688
61, State-gov,224638, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0.0,0.04318626970052719
22, Private,189832, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,0.0,0.003092966042459011
47, Federal-gov,131726, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,1876,40, United-States,0.0,0.28635334968566895
32, Private,108247, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States,0.0,0.4444899559020996
43, Self-emp-not-inc,247752, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1.0,0.6509127616882324
29, Private,108775, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1.0,0.7421360611915588
29, Private,294592, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,0.0,0.15320298075675964
28, Private,209109, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States,0.0,0.019484413787722588
21, Private,234640, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,47, United-States,0.0,0.03326238691806793
27, Private,211208, 11th,7, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States,0.0,0.012027408927679062
52, Private,188644, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, Mexico,0.0,0.1957772672176361
42, Private,32878, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,42, United-States,1.0,0.9998881816864014
45, Federal-gov,230685, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.9316019415855408
24, Local-gov,234108, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,0.0,0.017607431858778
51, Self-emp-inc,251585, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0.0,0.4824337959289551
35, Private,285000, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,0.0,0.13559548556804657
29, Private,201101, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,0.0,0.22462399303913116
59, Private,653215, 11th,7, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, United-States,0.0,0.021385813131928444
39, Private,177140, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0.0,0.02139706164598465
36, Private,64874, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1.0,0.8118952512741089
17, Private,168807, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,0.0,0.0017881902167573571
52, Federal-gov,277772, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0.0,0.034349460154771805
26, Private,331806, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,37, United-States,0.0,0.009931250475347042
61, Self-emp-not-inc,151369, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,30, United-States,1.0,0.9998865127563477
34, Private,177216, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,0.0,0.008446721360087395
23, Private,158996, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, United-States,0.0,0.18260034918785095
23, Private,47541, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,0.0,0.2023323029279709
43, Private,390369, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, Mexico,0.0,0.04568267613649368
32, Self-emp-not-inc,114419, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0.0,0.29837167263031006
29, Private,100049, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States,0.0,0.01967931166291237
22, Private,131291, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States,0.0,0.022377675399184227
32, Private,236415, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0.0,0.011246082372963428
40, Private,98466, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.23980438709259033
53, Private,162951, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,41, United-States,0.0,0.13434627652168274
21, Private,191324, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,0.0,0.004456555470824242
24, Private,103277, Assoc-voc,11, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0.0,0.04270417243242264
44, Local-gov,157473, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,0.0,0.18823055922985077
31, Private,201156, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,55, United-States,0.0,0.013996148481965065
41, Private,135056, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,10520,0,38, United-States,1.0,0.7555858492851257
43, Private,279996, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States,0.0,0.009315881878137589
52, Private,84788, 10th,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0.0,0.009858859702944756
34, Private,157024, 10th,6, Never-married, Other-service, Unmarried, Black, Female,0,0,20, United-States,0.0,0.0006103177438490093
32, Private,259425, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0.0,0.018104154616594315
29, Private,606111, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0.0,0.0747155025601387
27, Private,360527, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0.0,0.46456214785575867
45, Private,213140, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,52, United-States,1.0,0.9180648326873779
28, Private,126060, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,99999,0,36, United-States,1.0,0.9998822212219238
58, Self-emp-inc,314482, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.669655978679657
58, Self-emp-not-inc,98015, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,32, United-States,1.0,0.9872558116912842
54, Private,409173, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,50, Puerto-Rico,0.0,0.2646991014480591
65, Local-gov,382245, HS-grad,9, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0.0,0.08262252062559128
55, Private,288907, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,4787,0,40, United-States,0.0,0.09432719647884369
29, Private,108253, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, United-States,1.0,0.7259818315505981
23, Private,353542, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,8, United-States,0.0,0.027028631418943405
63, Private,145985, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.3311002552509308
29, Private,39388, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,0.0,0.02091224677860737
35, Private,181353, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0.0,0.4120829999446869
46, Self-emp-not-inc,198759, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1.0,0.5574787259101868
41, Local-gov,307767, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0.0,0.2900542616844177
23, Private,115085, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States,0.0,0.025542505085468292
44, Local-gov,54651, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.7774313688278198
24, State-gov,105479, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0.0,0.10110141336917877
49, Local-gov,371886, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,56, United-States,1.0,0.5393221974372864
51, Private,202752, 12th,8, Separated, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States,0.0,0.016344597563147545
67, Local-gov,197816, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States,1.0,0.5236930251121521
26, Private,179864, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0.0,0.1649491786956787
54, Federal-gov,201127, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,42, United-States,1.0,0.5356348156929016
44, State-gov,128586, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,0.0,0.050332047045230865
39, Private,301070, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,1.0,0.8229967355728149
25, Private,227465, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0.0,0.01229518000036478
22, Private,115892, 11th,7, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0.0,0.0037313925568014383
52, Private,30908, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,0.0,0.34644177556037903
52, Private,177487, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0.0,0.16695906221866608
48, Self-emp-not-inc,102102, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,0.0,0.2044927030801773
21, Private,107960, Some-college,10, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,20, China,0.0,0.008333370089530945
45, Private,201699, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1628,40, United-States,1.0,0.6624637842178345
49, Private,278322, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0.0,0.4354497194290161
44, Self-emp-not-inc,86750, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,4508,0,72, United-States,1.0,0.6229789853096008
27, Private,91257, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, El-Salvador,0.0,0.06704042106866837
30, Private,186932, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,75, United-States,0.0,0.47842493653297424
22, Private,201615, Assoc-acdm,12, Never-married, Adm-clerical, Other-relative, White, Female,0,0,37, United-States,0.0,0.016285013407468796
23, Private,164920, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,15, Germany,0.0,0.0031241904944181442
45, Federal-gov,98320, Some-college,10, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,914,0,40, United-States,0.0,0.07420597225427628
29, Private,337266, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.5806827545166016
25, Private,86646, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,4865,0,48, United-States,0.0,0.3673052191734314
30, Private,296462, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States,0.0,0.02371208555996418
28, Private,138976, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,48, United-States,0.0,0.008594496175646782
33, Private,183125, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States,0.0,0.015946874395012856
20, Self-emp-inc,154782, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States,0.0,0.006770090665668249
38, Self-emp-not-inc,22245, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1.0,0.5177538990974426
28, Private,128055, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0.0,0.2899095118045807
38, Private,27408, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States,0.0,0.028447706252336502
40, Private,369781, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,45, United-States,1.0,0.9379358291625977
25, Private,350850, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,0.0,0.07825878262519836
57, Self-emp-not-inc,112772, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0.0,0.3372460603713989
31, Private,145439, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,0.0,0.22731873393058777
57, Private,186361, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0.0,0.012909792363643646
39, Private,289890, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States,0.0,0.11697107553482056
58, Private,270131, 5th-6th,3, Widowed, Other-service, Unmarried, White, Female,0,0,70, Mexico,0.0,0.003249659202992916
31, Private,157568, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0.0,0.021292537450790405
74, Private,175945, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,28, United-States,0.0,0.027373123914003372
58, Private,105363, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal,0.0,0.22164270281791687
33, Private,145437, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,43, United-States,0.0,0.016781043261289597
22, Private,87546, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States,0.0,0.1805853694677353
55, Self-emp-not-inc,110844, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,1.0,0.5816586017608643
18, Private,217942, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States,0.0,0.002179138595238328
28, State-gov,624572, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0.0,0.00786993931978941
34, Private,189759, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0.0,0.1372455507516861
41, Private,338740, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1.0,0.5113831758499146
21, Private,224632, Bachelors,13, Never-married, Adm-clerical, Own-child, Black, Female,0,0,38, United-States,0.0,0.01070643775165081
35, Private,302239, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0.0,0.014854512177407742
73, Private,113446, 5th-6th,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States,0.0,0.38212817907333374
25, Private,189897, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0.0,0.01147659495472908
29, Private,133292, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States,0.0,0.010965140536427498
64, Private,166843, HS-grad,9, Widowed, Other-service, Other-relative, White, Male,0,0,28, United-States,0.0,0.013252626173198223
33, Private,176410, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,5178,0,10, United-States,1.0,0.7739121317863464
37, Local-gov,152587, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0.0,0.020834479480981827
49, Private,165937, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0.0,0.1584174782037735
49, Private,316323, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,48, United-States,0.0,0.3110547661781311
21, Private,129232, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0.0,0.018397068604826927
22, Private,157332, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,0.0,0.007693830411881208
51, Private,350131, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,2339,40, United-States,0.0,0.05518185719847679
90, Private,149069, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,1825,50, United-States,1.0,0.8442245721817017
56, Private,320833, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,0.0,0.17806915938854218
26, State-gov,121789, Assoc-voc,11, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0.0,0.05214457958936691
44, Private,84141, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,0,0,65, United-States,0.0,0.037156131118535995
52, Private,261198, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0.0,0.023077158257365227
60, Federal-gov,142769, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1.0,0.6585110425949097
33, Private,182511, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0.0,0.01527918316423893
47, Private,195963, 7th-8th,4, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,48, Puerto-Rico,0.0,0.01361423172056675
33, Private,169269, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, Puerto-Rico,1.0,0.981484055519104
31, Local-gov,378426, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, Columbia,1.0,0.8329798579216003
41, Private,54422, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0.0,0.012104284949600697
50, Private,194397, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0.0,0.1227666512131691
37, Local-gov,484475, Bachelors,13, Never-married, Other-service, Not-in-family, Black, Male,0,0,60, United-States,0.0,0.02059723064303398
28, Private,90928, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0.0,0.046294648200273514
22, Private,170302, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,1974,45, United-States,0.0,0.028240086510777473
54, Federal-gov,147629, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,35, United-States,1.0,0.9777141213417053
36, Private,168055, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States,1.0,0.899602472782135
30, Private,62932, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,60, United-States,0.0,0.025997916236519814
30, Private,184435, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States,0.0,0.00840712059289217
21, Private,154964, HS-grad,9, Divorced, Machine-op-inspct, Other-relative, Black, Female,0,0,40, United-States,0.0,0.0035183108411729336
73, Self-emp-not-inc,110102, HS-grad,9, Widowed, Farming-fishing, Not-in-family, White, Male,0,1668,77, United-States,0.0,0.16461756825447083
42, Private,191342, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan,1.0,0.625155508518219
18, Private,182701, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,12, Mexico,0.0,0.0008786420803517103
75, Self-emp-not-inc,124256, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2149,35, United-States,1.0,0.8238760828971863
51, Local-gov,43705, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States,1.0,0.8395684957504272
29, Local-gov,400074, Some-college,10, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States,0.0,0.28871607780456543
58, Private,159008, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States,1.0,0.8902807235717773
38, Private,203717, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,1.0,0.5225759744644165
47, Local-gov,336274, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0.0,0.007335850968956947
39, Private,98975, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,8614,0,50, United-States,0.0,0.40230345726013184
65, Private,399296, 5th-6th,3, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,20, Mexico,0.0,0.0038709351792931557
19, Private,62419, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0.0,0.14015477895736694
44, Private,83891, Bachelors,13, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,5455,0,40, United-States,0.0,0.2478826642036438
25, Private,144301, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States,0.0,0.1464894860982895
25, Private,209970, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States,0.0,0.005687306169420481
31, Private,229636, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2042,40, Mexico,0.0,0.05178919434547424
31, Private,176025, HS-grad,9, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States,0.0,0.005473561119288206
38, Private,227615, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.2731930911540985
47, Private,105495, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States,1.0,0.7162562012672424
36, Private,166115, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,56, United-States,0.0,0.3292814791202545
43, Private,196158, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,0.0,0.014268715865910053
34, Private,198751, Masters,14, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States,0.0,0.01820824109017849
61, Private,163729, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0.0,0.016068309545516968
68, Private,535762, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1844,10, United-States,0.0,0.3707200288772583
40, State-gov,255824, Masters,14, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1.0,0.5870374441146851
19, Private,277708, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States,0.0,0.004932725802063942
48, Private,188610, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,0.0,0.47693052887916565
31, Private,176711, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0.0,0.013115239329636097
23, Private,208238, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0.0,0.0031968397088348866
55, Federal-gov,154274, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,8614,0,40, United-States,1.0,0.8634666800498962
24, Private,332155, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,20, United-States,0.0,0.0059280251152813435
48, Private,208662, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,37, United-States,0.0,0.007822473533451557
39, Local-gov,20308, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.7266097068786621
21, Private,256504, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0.0,0.0035575833171606064
22, Private,41763, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, United-States,0.0,0.2518906593322754
41, Self-emp-not-inc,123502, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0.0,0.02470996603369713
58, Private,170608, 10th,6, Separated, Protective-serv, Not-in-family, White, Female,0,0,40, United-States,0.0,0.009990798309445381
23, Private,316793, HS-grad,9, Married-civ-spouse, Sales, Wife, Black, Female,0,0,35, United-States,0.0,0.1331535279750824
65, Local-gov,32846, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,2964,0,35, United-States,0.0,0.07044558972120285
33, Private,252646, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,1.0,0.8096455335617065
28, Private,363257, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States,0.0,0.07135319709777832
27, Local-gov,478277, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States,0.0,0.4978700280189514
55, Private,272723, 7th-8th,4, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States,0.0,0.03276350349187851
43, Private,265434, 11th,7, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States,0.0,0.002880676882341504
31, Private,246439, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,38, United-States,0.0,0.010517964139580727
42, Self-emp-not-inc,140915, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, South,0.0,0.23693107068538666
38, Self-emp-not-inc,108140, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,0.0,0.16071687638759613
33, State-gov,35306, 9th,5, Never-married, Other-service, Own-child, White, Female,0,0,44, United-States,0.0,0.003855942515656352
53, Federal-gov,59664, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,5013,0,40, United-States,1.0,0.7866039276123047
33, Private,234067, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0.0,0.18776017427444458
31, Private,337505, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Japan,1.0,0.6295086145401001
44, Private,322044, Some-college,10, Divorced, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States,0.0,0.010884088464081287
26, Local-gov,143583, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0.0,0.08606723695993423
40, Private,190292, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States,0.0,0.011906633153557777
33, Private,300497, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States,0.0,0.008023045025765896
23, Private,134446, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Male,0,0,54, United-States,0.0,0.006950769107788801
38, Private,175268, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,1.0,0.5612351894378662
59, Private,176118, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,7, United-States,1.0,0.5142863392829895
61, Private,142245, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0.0,0.024246307089924812
37, Private,244803, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Columbia,0.0,0.2004435807466507
33, Private,178463, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.21239352226257324
